ocorrencia_id,viagem_id,tipo,gravidade,custo_ocorrencia,tempo_parado_horas
561,5875,Sinistro,Alta,8085.71,41.8
562,5876,Sinistro,Baixa,424.21,4.7
563,5909,Avaria,Baixa,330.8,3.5
564,5916,Avaria,Baixa,1446.86,2.0
565,5920,Atraso por Manutenção,Baixa,464.14,3.3
566,5924,Avaria,Baixa,1422.85,5.6
567,5932,Avaria,Alta,9918.5,79.2
568,5947,Atraso por Manutenção,Alta,16981.91,64.8
569,5978,Avaria,Baixa,561.62,2.4
570,5995,Atraso por Manutenção,Baixa,854.4,1.7
571,6002,Sinistro,Média,5297.41,16.3
572,6015,Atraso por Manutenção,Média,3429.85,21.5
573,6040,Atraso por Manutenção,Baixa,605.3,4.6
574,6052,Atraso por Manutenção,Média,3097.58,19.1
575,6058,Atraso por Manutenção,Baixa,458.36,4.6
576,6114,Avaria,Baixa,327.45,3.9
577,6148,Avaria,Baixa,654.67,1.5
578,6160,Sinistro,Alta,22241.71,69.5
579,6196,Atraso por Manutenção,Baixa,1102.45,4.0
580,6203,Avaria,Alta,10853.9,30.1
581,6211,Avaria,Baixa,771.19,1.9
582,6218,Avaria,Baixa,1344.53,4.0
583,6223,Avaria,Baixa,621.8,3.6
584,6226,Avaria,Baixa,1337.79,4.0
585,6227,Avaria,Baixa,1123.84,5.2
586,6241,Atraso por Manutenção,Baixa,1031.92,2.1
587,6259,Atraso por Manutenção,Baixa,443.08,5.3
588,6262,Avaria,Baixa,675.11,4.3
589,6268,Atraso por Manutenção,Baixa,1054.63,5.1
590,6270,Avaria,Média,3937.54,22.6
591,6280,Avaria,Média,4302.53,22.6
592,6293,Atraso por Manutenção,Baixa,762.1,3.5
593,6299,Atraso por Manutenção,Baixa,223.47,2.0
594,6308,Avaria,Baixa,503.47,1.2
595,6310,Avaria,Baixa,1459.91,1.3
596,6319,Atraso por Manutenção,Baixa,433.52,4.4
597,6341,Atraso por Manutenção,Média,2454.27,23.2
598,6354,Avaria,Baixa,722.71,5.9
599,6355,Sinistro,Média,3826.63,10.0
600,6368,Avaria,Alta,16164.57,40.3
601,6395,Avaria,Baixa,1449.8,2.0
602,6398,Atraso por Manutenção,Alta,15291.3,32.9
603,6407,Atraso por Manutenção,Média,3281.59,21.6
604,6411,Atraso por Manutenção,Alta,24155.18,59.6
605,6418,Atraso por Manutenção,Média,4222.82,18.5
606,6426,Atraso por Manutenção,Baixa,1154.16,4.9
607,6445,Atraso por Manutenção,Baixa,1169.89,1.2
608,6448,Sinistro,Alta,20149.65,38.6
609,6454,Atraso por Manutenção,Baixa,1434.4,2.9
610,6465,Avaria,Baixa,1350.15,3.3
611,6469,Sinistro,Baixa,876.39,1.1
612,6481,Avaria,Baixa,598.56,2.3
613,6495,Avaria,Média,5583.65,20.2
614,6541,Avaria,Baixa,554.4,4.2
615,6569,Avaria,Média,1971.71,19.9
616,6594,Sinistro,Baixa,1049.37,4.8
617,6597,Sinistro,Baixa,854.99,5.6
618,6617,Sinistro,Baixa,253.76,3.3
619,6642,Avaria,Baixa,1156.65,2.1
620,6667,Atraso por Manutenção,Baixa,1000.28,5.5
621,6668,Atraso por Manutenção,Média,3396.84,14.7
622,6672,Atraso por Manutenção,Baixa,1300.23,5.8
623,6738,Atraso por Manutenção,Alta,24730.56,53.4
624,6764,Atraso por Manutenção,Baixa,1275.87,1.8
625,6767,Avaria,Média,5231.88,22.0
626,6775,Avaria,Alta,23950.81,36.1
627,6781,Sinistro,Média,3563.99,11.3
628,6791,Atraso por Manutenção,Média,2164.49,21.7
629,6817,Avaria,Baixa,736.6,2.9
630,6819,Atraso por Manutenção,Média,4320.96,13.3
631,6820,Atraso por Manutenção,Baixa,870.96,4.0
632,6844,Avaria,Baixa,737.76,2.2
633,6860,Avaria,Média,2049.1,14.2
634,6868,Avaria,Baixa,1180.19,3.1
635,6880,Sinistro,Baixa,461.03,4.2
636,6891,Atraso por Manutenção,Baixa,1213.79,5.7
637,6894,Atraso por Manutenção,Baixa,1012.08,5.9
638,6896,Avaria,Baixa,1351.63,5.0
639,6908,Atraso por Manutenção,Alta,16164.91,73.3
640,6916,Sinistro,Média,3832.55,19.5
641,6926,Sinistro,Baixa,835.04,4.9
642,6931,Avaria,Alta,23508.56,92.8
643,6934,Atraso por Manutenção,Média,5219.33,22.1
644,6939,Atraso por Manutenção,Baixa,1388.46,1.8
645,7002,Avaria,Alta,23639.79,81.0
646,7012,Avaria,Baixa,535.57,3.7
647,7041,Atraso por Manutenção,Baixa,647.18,4.5
648,7047,Atraso por Manutenção,Baixa,882.35,2.8
649,7049,Avaria,Baixa,293.27,4.4
650,7052,Sinistro,Média,5206.15,6.1
651,7065,Atraso por Manutenção,Baixa,1055.03,2.8
652,7078,Sinistro,Baixa,1305.18,4.8
653,7079,Atraso por Manutenção,Baixa,1249.41,6.0
654,7082,Avaria,Baixa,595.25,3.1
655,7118,Sinistro,Baixa,1433.15,2.9
656,7119,Avaria,Média,3716.5,14.5
657,7123,Avaria,Alta,19057.87,51.6
658,7133,Atraso por Manutenção,Alta,17521.01,57.9
659,7151,Avaria,Média,5518.6,10.1
660,7170,Atraso por Manutenção,Baixa,708.17,5.9
661,7181,Avaria,Baixa,747.94,5.8
662,7220,Avaria,Baixa,803.33,3.7
663,7228,Avaria,Alta,21232.22,74.0
664,7240,Avaria,Média,4481.08,20.5
665,7267,Sinistro,Alta,18750.29,83.6
666,7269,Sinistro,Alta,15255.01,71.1
667,7285,Atraso por Manutenção,Alta,6124.87,30.6
668,7297,Atraso por Manutenção,Baixa,498.35,5.0
669,7300,Avaria,Baixa,699.59,2.8
670,7311,Avaria,Baixa,1188.26,2.7
671,7314,Avaria,Baixa,1141.86,2.2
672,7315,Atraso por Manutenção,Baixa,858.62,4.2
673,7317,Avaria,Baixa,259.43,4.6
674,7321,Avaria,Baixa,831.8,1.7
675,7362,Atraso por Manutenção,Média,5969.8,16.5
676,7365,Atraso por Manutenção,Baixa,1288.21,4.4
677,7374,Avaria,Média,3981.39,13.0
678,7377,Avaria,Média,3609.24,21.0
679,7393,Atraso por Manutenção,Baixa,801.08,4.2
680,7396,Atraso por Manutenção,Alta,21363.1,44.6
681,7408,Avaria,Baixa,1498.33,3.1
682,7422,Avaria,Baixa,1198.16,3.7
683,7425,Avaria,Baixa,742.33,2.5
684,7433,Atraso por Manutenção,Alta,11313.89,52.4
685,7459,Avaria,Baixa,846.39,3.7
686,7460,Atraso por Manutenção,Média,3445.85,21.4
687,7464,Avaria,Baixa,205.16,2.5
688,7475,Sinistro,Média,5880.27,13.3
689,7484,Avaria,Baixa,1369.68,2.2
690,7485,Atraso por Manutenção,Média,1995.35,13.7
691,7506,Atraso por Manutenção,Média,4306.19,16.3
692,7517,Avaria,Baixa,1007.04,3.8
693,7531,Avaria,Baixa,1005.75,2.9
694,7548,Sinistro,Baixa,705.54,2.2
695,7551,Avaria,Alta,7066.26,28.4
696,7571,Avaria,Baixa,1004.86,2.2
697,7593,Avaria,Média,2150.64,13.1
698,7597,Avaria,Média,5617.95,9.7
699,7603,Sinistro,Alta,15706.67,38.2
700,7605,Atraso por Manutenção,Baixa,581.57,3.4
701,7610,Sinistro,Média,2630.58,10.5
702,7620,Sinistro,Média,4990.2,22.6
703,7635,Atraso por Manutenção,Baixa,626.9,3.3
704,7666,Avaria,Baixa,1148.7,1.8
705,7675,Avaria,Baixa,379.21,4.4
706,7681,Atraso por Manutenção,Baixa,1449.48,3.4
707,7683,Avaria,Baixa,1442.32,3.0
708,7686,Avaria,Baixa,1177.28,5.6
709,7688,Avaria,Média,5449.1,21.3
710,7697,Avaria,Baixa,610.92,1.5
711,7718,Atraso por Manutenção,Baixa,1129.12,2.3
712,7728,Avaria,Alta,19949.47,89.6
713,7740,Avaria,Baixa,296.03,2.7
714,7741,Atraso por Manutenção,Média,3680.32,12.6
715,7751,Sinistro,Alta,20644.24,74.3
716,7760,Avaria,Baixa,214.59,5.4
717,7782,Avaria,Baixa,1098.54,4.4
718,7789,Avaria,Média,5681.72,16.2
719,7816,Atraso por Manutenção,Baixa,1308.13,4.3
720,7817,Avaria,Alta,22955.68,88.0
721,7824,Atraso por Manutenção,Média,3475.16,18.0
722,7827,Avaria,Média,5760.18,22.0
723,7828,Sinistro,Média,1674.31,17.9
724,7830,Avaria,Média,2590.44,6.1
725,7839,Avaria,Baixa,1324.84,4.4
726,7840,Atraso por Manutenção,Média,5838.68,13.5
727,7843,Sinistro,Baixa,1300.29,5.5
728,7844,Avaria,Baixa,918.7,4.6
729,7846,Atraso por Manutenção,Alta,22173.83,51.7
730,7858,Avaria,Média,3391.76,13.9
731,7860,Atraso por Manutenção,Baixa,635.5,5.6
732,7862,Sinistro,Baixa,322.12,5.7
733,7878,Avaria,Alta,23114.79,54.7
734,7880,Avaria,Baixa,1101.88,2.8
735,7889,Avaria,Baixa,952.22,1.1
736,7921,Avaria,Baixa,1198.66,3.6
737,7922,Sinistro,Baixa,1132.73,2.2
738,7932,Atraso por Manutenção,Média,5944.38,9.5
739,7965,Avaria,Baixa,646.97,4.8
740,7975,Avaria,Baixa,1159.79,3.5
741,7977,Avaria,Média,2544.0,7.3
742,7990,Avaria,Alta,10893.78,57.6
743,7997,Sinistro,Média,4647.13,16.4
744,8002,Avaria,Alta,12887.47,31.7
745,8023,Avaria,Média,2296.2,7.9
746,8033,Avaria,Baixa,433.51,3.8
747,8034,Atraso por Manutenção,Média,1736.38,24.0
748,8052,Atraso por Manutenção,Baixa,625.28,1.6
749,8059,Atraso por Manutenção,Média,2606.19,16.0
750,8060,Avaria,Baixa,745.65,4.4
751,8070,Avaria,Média,1992.52,7.9
752,8072,Avaria,Média,2809.72,19.8
753,8085,Avaria,Baixa,851.11,4.9
754,8089,Avaria,Baixa,761.56,5.1
755,8143,Sinistro,Baixa,674.11,5.2
756,8144,Avaria,Média,1967.63,18.6
757,8167,Atraso por Manutenção,Alta,24942.15,48.5
758,8172,Avaria,Média,2145.33,14.9
759,8181,Atraso por Manutenção,Alta,24911.59,77.7
760,8191,Atraso por Manutenção,Baixa,992.3,2.5
761,8219,Avaria,Baixa,315.7,5.6
762,8242,Avaria,Baixa,335.02,2.9
763,8248,Avaria,Alta,12814.46,95.0
764,8256,Atraso por Manutenção,Baixa,1160.87,4.7
765,8258,Sinistro,Baixa,1100.97,1.5
766,8278,Avaria,Baixa,1398.39,2.7
767,8282,Sinistro,Média,1793.47,14.4
768,8286,Sinistro,Média,3249.42,18.5
769,8305,Avaria,Baixa,1201.54,1.2
770,8325,Avaria,Baixa,818.61,1.6
771,8330,Avaria,Média,2827.55,13.2
772,8332,Avaria,Baixa,918.78,4.1
773,8336,Atraso por Manutenção,Média,3350.63,15.5
774,8340,Avaria,Média,3411.59,18.5
775,8354,Avaria,Baixa,665.94,2.6
776,8375,Avaria,Baixa,751.01,4.4
777,8383,Sinistro,Média,5756.33,23.3
778,8401,Atraso por Manutenção,Baixa,307.25,5.9
779,8411,Avaria,Baixa,1151.94,1.7
780,8413,Sinistro,Média,5662.52,16.3
781,8422,Sinistro,Baixa,932.18,1.7
782,8430,Sinistro,Baixa,1174.41,4.4
783,8444,Avaria,Baixa,570.89,3.3
784,8446,Sinistro,Alta,13209.8,66.5
785,8466,Atraso por Manutenção,Baixa,472.22,3.8
786,8473,Atraso por Manutenção,Baixa,1428.26,5.1
787,8495,Sinistro,Média,5719.6,11.1
788,8521,Avaria,Baixa,667.53,5.1
789,8532,Atraso por Manutenção,Média,4043.6,14.8
790,8544,Atraso por Manutenção,Baixa,278.3,1.9
791,8557,Avaria,Média,1887.01,11.2
792,8567,Sinistro,Alta,9696.22,82.3
793,8569,Sinistro,Baixa,1293.08,4.9
794,8579,Avaria,Alta,16666.16,50.6
795,8581,Sinistro,Média,3224.67,23.1
796,8582,Sinistro,Média,5470.24,14.0
797,8598,Sinistro,Média,2883.48,13.5
798,8600,Atraso por Manutenção,Média,5950.72,11.9
799,8625,Sinistro,Baixa,1171.35,1.4
800,8626,Avaria,Baixa,943.95,1.5
801,8676,Sinistro,Média,1981.76,9.9
802,8682,Avaria,Baixa,1014.08,2.1
803,8705,Avaria,Baixa,805.06,5.6
804,8707,Atraso por Manutenção,Baixa,469.13,5.6
805,8725,Avaria,Média,5573.05,14.2
806,8726,Atraso por Manutenção,Alta,8682.38,46.6
807,8730,Avaria,Baixa,1257.64,4.1
808,8732,Sinistro,Média,3237.14,21.6
809,8748,Atraso por Manutenção,Baixa,535.26,1.5
810,8763,Avaria,Baixa,1268.06,1.2
811,8821,Sinistro,Baixa,1002.38,1.7
812,8838,Avaria,Baixa,934.17,5.1
813,8857,Avaria,Baixa,616.45,3.8
814,8876,Sinistro,Baixa,683.36,3.8
815,8879,Atraso por Manutenção,Média,4381.34,22.3
816,8885,Atraso por Manutenção,Baixa,548.91,2.5
817,8892,Avaria,Média,2247.76,20.9
818,8899,Avaria,Média,2134.37,7.0
819,8904,Sinistro,Alta,12990.1,78.2
820,8911,Sinistro,Baixa,231.71,5.0
821,8923,Atraso por Manutenção,Média,3350.03,19.3
822,8926,Avaria,Baixa,1415.88,3.8
823,8930,Atraso por Manutenção,Baixa,1048.14,2.9
824,8933,Avaria,Média,3386.95,10.4
825,8934,Avaria,Média,3130.61,15.2
826,8938,Avaria,Baixa,676.02,2.9
827,8952,Sinistro,Baixa,867.35,1.8
828,8959,Avaria,Baixa,903.02,5.7
829,8964,Avaria,Alta,17996.0,92.4
830,8976,Sinistro,Baixa,546.41,4.8
831,8978,Avaria,Baixa,286.92,5.0
832,8998,Avaria,Média,2327.5,22.5
833,9011,Atraso por Manutenção,Baixa,558.56,4.3
834,9015,Atraso por Manutenção,Média,5998.49,14.6
835,9032,Avaria,Alta,14483.3,89.3
836,9052,Avaria,Média,3821.23,20.5
837,9060,Avaria,Baixa,1061.6,4.8
838,9069,Sinistro,Média,3213.44,15.1
839,9077,Avaria,Média,5757.56,21.2
840,9086,Atraso por Manutenção,Alta,11300.14,72.5
841,9087,Avaria,Média,4488.15,22.0
842,9089,Atraso por Manutenção,Baixa,1016.83,1.7
843,9104,Sinistro,Baixa,217.92,5.8
844,9133,Avaria,Baixa,1160.49,1.4
845,9139,Avaria,Baixa,993.23,3.5
846,9163,Avaria,Média,2866.37,13.1
847,9174,Atraso por Manutenção,Baixa,270.35,4.0
848,9185,Avaria,Média,1692.15,12.8
849,9209,Avaria,Média,4979.54,16.3
850,9213,Atraso por Manutenção,Média,3286.31,17.7
851,9219,Atraso por Manutenção,Média,2305.24,12.9
852,9228,Avaria,Baixa,1342.98,5.6
853,9230,Avaria,Média,1802.09,21.7
854,9234,Atraso por Manutenção,Baixa,423.73,2.3
855,9235,Avaria,Baixa,969.45,2.7
856,9241,Atraso por Manutenção,Baixa,910.38,1.8
857,9246,Avaria,Alta,18855.76,42.0
858,9249,Avaria,Alta,12244.34,37.0
859,9255,Atraso por Manutenção,Média,3358.54,10.4
860,9262,Sinistro,Baixa,1216.27,3.6
861,9267,Atraso por Manutenção,Alta,18921.65,87.2
862,9291,Avaria,Baixa,512.55,1.9
863,9319,Avaria,Média,5658.52,16.6
864,9320,Atraso por Manutenção,Alta,17406.08,25.2
865,9326,Avaria,Baixa,374.61,4.0
866,9330,Sinistro,Baixa,248.45,4.7
867,9338,Avaria,Baixa,908.8,4.8
