viagem_id,rota_id,veiculo_id,transportadora_id,data_saida,data_chegada_prevista,data_chegada_real,distancia_km,lead_time_horas,tempo_estimado_horas,on_time,custo_frete,custo_por_km,carga_kg,teve_ocorrencia
2953,4,107,4,2025-02-28 13:00:00,2025-03-01 04:30:00,2025-03-01 04:44:17.903373556,900,15.7,15.5,True,3448.55,3.83,4319,False
2954,5,110,4,2025-02-28 19:00:00,2025-03-03 19:54:00,2025-03-04 01:32:06.607510358,3500,78.5,72.9,True,14222.13,4.06,22705,False
2955,3,121,4,2025-02-28 09:00:00,2025-03-02 01:48:00,2025-03-02 06:17:00.841210775,1960,45.3,40.8,True,8896.33,4.54,28195,False
2956,9,118,4,2025-02-28 22:00:00,2025-03-02 05:12:00,2025-03-02 05:01:16.281940347,1500,31.0,31.2,True,5436.1,3.62,24299,False
2957,2,134,5,2025-02-28 05:00:00,2025-02-28 12:06:00,2025-02-28 12:41:00.964845200,410,7.7,7.1,True,1872.69,4.57,29160,False
2958,7,131,5,2025-02-28 02:00:00,2025-02-28 16:42:00,2025-02-28 19:45:22.390851329,850,17.8,14.7,False,3733.58,4.39,18321,False
2959,10,132,5,2025-02-28 02:00:00,2025-03-01 18:36:00,2025-03-01 20:03:11.619236859,1950,42.1,40.6,True,7767.64,3.98,5241,False
2960,8,147,5,2025-02-28 04:00:00,2025-03-01 01:36:00,2025-03-01 01:43:35.758255165,1250,21.7,21.6,True,5049.5,4.04,21613,False
2961,11,131,5,2025-02-28 06:00:00,2025-03-03 15:12:00,2025-03-03 21:43:19.049795196,3900,87.7,81.2,True,17999.25,4.62,22319,True
2962,11,146,5,2025-02-28 20:00:00,2025-03-04 05:12:00,2025-03-05 05:10:48.920390527,3900,105.2,81.2,False,16217.86,4.16,6655,False
2963,4,126,5,2025-02-28 23:00:00,2025-03-01 14:30:00,2025-03-01 17:19:11.186081648,900,18.3,15.5,False,4216.64,4.69,7216,False
2964,4,26,1,2025-03-01 16:00:00,2025-03-02 07:30:00,2025-03-02 09:13:54.181711179,900,17.2,15.5,True,3488.9,3.88,31593,False
2965,4,3,1,2025-03-01 04:00:00,2025-03-01 19:30:00,2025-03-01 18:57:55.327495366,900,15.0,15.5,True,3868.41,4.3,5081,False
2966,7,23,1,2025-03-01 02:00:00,2025-03-01 16:42:00,2025-03-01 17:47:49.587334202,850,15.8,14.7,True,3127.53,3.68,5797,False
2967,8,38,1,2025-03-01 16:00:00,2025-03-02 13:36:00,2025-03-02 14:55:55.583343072,1250,22.9,21.6,True,5308.9,4.25,26864,False
2968,8,27,1,2025-03-01 07:00:00,2025-03-02 04:36:00,2025-03-02 04:08:34.790306386,1250,21.1,21.6,True,5541.61,4.43,6922,False
2969,4,39,1,2025-03-01 04:00:00,2025-03-01 19:30:00,2025-03-01 21:03:42.696134387,900,17.1,15.5,True,3988.89,4.43,24798,False
2970,2,29,1,2025-03-01 21:00:00,2025-03-02 04:06:00,2025-03-02 04:52:01.134013055,410,7.9,7.1,True,1981.94,4.83,16078,False
2971,4,8,1,2025-03-01 14:00:00,2025-03-02 05:30:00,2025-03-02 06:56:33.615517031,900,16.9,15.5,True,4318.98,4.8,7127,False
2972,8,14,1,2025-03-01 22:00:00,2025-03-02 19:36:00,2025-03-02 18:57:29.725805978,1250,21.0,21.6,True,5848.38,4.68,6244,False
2973,7,32,1,2025-03-01 12:00:00,2025-03-02 02:42:00,2025-03-02 02:38:14.269917512,850,14.6,14.7,True,3403.81,4.0,17382,False
2974,4,14,1,2025-03-01 21:00:00,2025-03-02 12:30:00,2025-03-02 14:18:58.034273081,900,17.3,15.5,True,3626.09,4.03,5127,False
2975,12,14,1,2025-03-01 00:00:00,2025-03-03 20:48:00,2025-03-04 10:29:12.197998935,3300,82.5,68.8,False,12806.97,3.88,7632,False
2976,8,39,1,2025-03-01 15:00:00,2025-03-02 12:36:00,2025-03-02 13:29:05.418118679,1250,22.5,21.6,True,5235.95,4.19,26704,False
2977,4,55,2,2025-03-01 02:00:00,2025-03-01 17:30:00,2025-03-01 20:46:51.580349354,900,18.8,15.5,False,2950.36,3.28,19506,False
2978,11,41,2,2025-03-01 16:00:00,2025-03-05 01:12:00,2025-03-05 00:07:25.152672184,3900,80.1,81.2,True,13126.49,3.37,20566,False
2979,6,48,2,2025-03-01 06:00:00,2025-03-02 16:24:00,2025-03-02 17:20:06.417041486,1650,35.3,34.4,True,4953.04,3.0,6665,False
2980,4,56,2,2025-03-01 03:00:00,2025-03-01 18:30:00,2025-03-01 18:18:04.478214798,900,15.3,15.5,True,2940.15,3.27,6143,False
2981,11,63,2,2025-03-01 23:00:00,2025-03-05 08:12:00,2025-03-06 06:56:07.949161461,3900,103.9,81.2,False,12485.19,3.2,19766,False
2982,8,51,2,2025-03-01 03:00:00,2025-03-02 00:36:00,2025-03-02 03:07:02.753322917,1250,24.1,21.6,True,4706.47,3.77,21517,False
2983,7,58,2,2025-03-01 19:00:00,2025-03-02 09:42:00,2025-03-02 09:36:10.776481407,850,14.6,14.7,True,2960.98,3.48,15326,False
2984,2,45,2,2025-03-01 12:00:00,2025-03-01 19:06:00,2025-03-01 19:25:56.631709269,410,7.4,7.1,True,1282.78,3.13,23910,False
2985,7,60,2,2025-03-01 05:00:00,2025-03-01 19:42:00,2025-03-01 16:29:29.540274278,850,11.5,14.7,True,2892.05,3.4,7511,False
2986,10,63,2,2025-03-01 23:00:00,2025-03-03 15:36:00,2025-03-03 17:45:41.308068863,1950,42.8,40.6,True,7099.49,3.64,15182,False
2987,4,60,2,2025-03-01 08:00:00,2025-03-01 23:30:00,2025-03-02 00:26:05.628760447,900,16.4,15.5,True,3437.45,3.82,4956,False
2988,11,82,3,2025-03-01 01:00:00,2025-03-04 10:12:00,2025-03-04 08:25:14.208815640,3900,79.4,81.2,True,18486.69,4.74,14807,False
2989,1,92,3,2025-03-01 13:00:00,2025-03-01 20:24:00,2025-03-01 20:07:02.747260309,430,7.1,7.4,True,2177.32,5.06,26542,False
2990,6,90,3,2025-03-01 22:00:00,2025-03-03 08:24:00,2025-03-03 11:19:50.172244500,1650,37.3,34.4,True,8426.95,5.11,32998,False
2991,10,80,3,2025-03-01 18:00:00,2025-03-03 10:36:00,2025-03-03 15:07:46.999019161,1950,45.1,40.6,True,10071.6,5.16,20996,False
2992,5,91,3,2025-03-01 05:00:00,2025-03-04 05:54:00,2025-03-04 04:18:11.653937984,3500,71.3,72.9,True,15490.44,4.43,17374,False
2993,12,75,3,2025-03-01 17:00:00,2025-03-04 13:48:00,2025-03-04 14:48:23.452734541,3300,69.8,68.8,True,18318.73,5.55,30927,False
2994,6,84,3,2025-03-01 21:00:00,2025-03-03 07:24:00,2025-03-03 07:45:52.234054316,1650,34.8,34.4,True,8872.95,5.38,5379,False
2995,9,79,3,2025-03-01 08:00:00,2025-03-02 15:12:00,2025-03-02 19:46:28.926536477,1500,35.8,31.2,True,7279.47,4.85,7222,False
2996,10,109,4,2025-03-01 05:00:00,2025-03-02 21:36:00,2025-03-03 03:28:52.056256142,1950,46.5,40.6,True,6675.8,3.42,24931,False
2997,7,122,4,2025-03-01 08:00:00,2025-03-01 22:42:00,2025-03-02 01:31:35.048270784,850,17.5,14.7,False,3136.07,3.69,26703,False
2998,10,101,4,2025-03-01 04:00:00,2025-03-02 20:36:00,2025-03-02 19:52:54.391407517,1950,39.9,40.6,True,8381.32,4.3,7345,False
2999,12,101,4,2025-03-01 06:00:00,2025-03-04 02:48:00,2025-03-03 23:06:59.350022050,3300,65.1,68.8,True,14202.2,4.3,7043,False
3000,10,96,4,2025-03-01 16:00:00,2025-03-03 08:36:00,2025-03-03 16:07:37.747681233,1950,48.1,40.6,False,7558.63,3.88,20431,False
3001,3,114,4,2025-03-01 16:00:00,2025-03-03 08:48:00,2025-03-03 15:58:41.141623211,1960,48.0,40.8,False,7842.68,4.0,17194,False
3002,4,102,4,2025-03-01 21:00:00,2025-03-02 12:30:00,2025-03-02 12:17:26.999909277,900,15.3,15.5,True,3555.67,3.95,14597,False
3003,5,147,5,2025-03-01 09:00:00,2025-03-04 09:54:00,2025-03-04 07:37:06.355070537,3500,70.6,72.9,True,14497.57,4.14,18796,False
3004,7,135,5,2025-03-01 21:00:00,2025-03-02 11:42:00,2025-03-02 15:11:43.839762733,850,18.2,14.7,False,3896.54,4.58,17998,False
3005,4,149,5,2025-03-01 21:00:00,2025-03-02 12:30:00,2025-03-02 15:21:39.347109499,900,18.4,15.5,False,4322.58,4.8,22560,False
3006,1,130,5,2025-03-01 02:00:00,2025-03-01 09:24:00,2025-03-01 10:11:43.369853955,430,8.2,7.4,True,1926.53,4.48,5208,False
3007,2,135,5,2025-03-01 10:00:00,2025-03-01 17:06:00,2025-03-01 17:20:44.296943795,410,7.3,7.1,True,2098.83,5.12,17020,False
3008,7,140,5,2025-03-01 18:00:00,2025-03-02 08:42:00,2025-03-02 11:13:54.215391991,850,17.2,14.7,False,3801.83,4.47,4131,False
3009,11,133,5,2025-03-01 07:00:00,2025-03-04 16:12:00,2025-03-05 02:10:24.747128370,3900,91.2,81.2,True,18575.83,4.76,22488,False
3010,5,130,5,2025-03-01 01:00:00,2025-03-04 01:54:00,2025-03-04 03:43:59.965842855,3500,74.7,72.9,True,15681.8,4.48,6735,False
3011,3,128,5,2025-03-01 18:00:00,2025-03-03 10:48:00,2025-03-03 14:08:18.974552789,1960,44.1,40.8,True,8956.83,4.57,22892,False
3012,2,136,5,2025-03-01 05:00:00,2025-03-01 12:06:00,2025-03-01 11:53:18.667711095,410,6.9,7.1,True,2035.43,4.96,4723,False
3013,6,23,1,2025-03-02 22:00:00,2025-03-04 08:24:00,2025-03-04 06:01:15.952679108,1650,32.0,34.4,True,7677.32,4.65,6219,False
3014,4,2,1,2025-03-02 06:00:00,2025-03-02 21:30:00,2025-03-02 21:59:53.438428924,900,16.0,15.5,True,3518.05,3.91,24118,False
3015,3,10,1,2025-03-02 04:00:00,2025-03-03 20:48:00,2025-03-03 20:07:14.873331921,1960,40.1,40.8,True,8413.54,4.29,17267,True
3016,5,6,1,2025-03-02 14:00:00,2025-03-05 14:54:00,2025-03-05 14:25:50.300402098,3500,72.4,72.9,True,14212.13,4.06,25469,False
3017,10,9,1,2025-03-02 00:00:00,2025-03-03 16:36:00,2025-03-03 18:44:58.309903946,1950,42.7,40.6,True,8962.15,4.6,7488,False
3018,11,3,1,2025-03-02 14:00:00,2025-03-05 23:12:00,2025-03-05 23:39:25.871549685,3900,81.7,81.2,True,14286.13,3.66,4104,True
3019,10,11,1,2025-03-02 22:00:00,2025-03-04 14:36:00,2025-03-04 13:13:14.337209629,1950,39.2,40.6,True,8650.8,4.44,23129,False
3020,11,38,1,2025-03-02 07:00:00,2025-03-05 16:12:00,2025-03-05 16:37:03.559928071,3900,81.6,81.2,True,18572.31,4.76,22047,False
3021,4,24,1,2025-03-02 14:00:00,2025-03-03 05:30:00,2025-03-03 05:34:01.816258726,900,15.6,15.5,True,4267.33,4.74,6406,False
3022,2,35,1,2025-03-02 21:00:00,2025-03-03 04:06:00,2025-03-03 04:16:59.959442676,410,7.3,7.1,True,1836.47,4.48,16469,True
3023,2,4,1,2025-03-02 21:00:00,2025-03-03 04:06:00,2025-03-03 04:09:47.858010377,410,7.2,7.1,True,1694.83,4.13,18948,False
3024,5,21,1,2025-03-02 03:00:00,2025-03-05 03:54:00,2025-03-05 08:38:51.556872533,3500,77.6,72.9,True,14859.65,4.25,24369,False
3025,6,34,1,2025-03-02 23:00:00,2025-03-04 09:24:00,2025-03-04 08:08:03.604007814,1650,33.1,34.4,True,7205.27,4.37,20270,False
3026,5,5,1,2025-03-02 07:00:00,2025-03-05 07:54:00,2025-03-05 08:45:45.843830413,3500,73.8,72.9,True,16489.62,4.71,6617,False
3027,3,41,2,2025-03-02 07:00:00,2025-03-03 23:48:00,2025-03-04 01:00:23.261496452,1960,42.0,40.8,True,7091.04,3.62,23398,True
3028,5,46,2,2025-03-02 02:00:00,2025-03-05 02:54:00,2025-03-05 02:10:28.018278969,3500,72.2,72.9,True,11447.9,3.27,35014,True
3029,2,56,2,2025-03-02 22:00:00,2025-03-03 05:06:00,2025-03-03 07:36:09.905870137,410,9.6,7.1,False,1513.32,3.69,5422,False
3030,11,63,2,2025-03-02 11:00:00,2025-03-05 20:12:00,2025-03-06 06:03:39.075046159,3900,91.1,81.2,True,12499.43,3.2,23229,True
3031,3,47,2,2025-03-02 11:00:00,2025-03-04 03:48:00,2025-03-04 15:37:59.941969187,1960,52.6,40.8,False,7782.07,3.97,4156,False
3032,5,56,2,2025-03-02 08:00:00,2025-03-05 08:54:00,2025-03-05 19:19:09.891613771,3500,83.3,72.9,True,13064.34,3.73,6686,False
3033,7,69,2,2025-03-02 16:00:00,2025-03-03 06:42:00,2025-03-03 10:37:13.208656421,850,18.6,14.7,False,3027.38,3.56,14930,False
3034,11,48,2,2025-03-02 01:00:00,2025-03-05 10:12:00,2025-03-04 16:25:57.062400910,3900,63.4,81.2,True,12298.07,3.15,7068,False
3035,1,52,2,2025-03-02 17:00:00,2025-03-03 00:24:00,2025-03-02 23:40:28.177688761,430,6.7,7.4,True,1480.9,3.44,20222,False
3036,5,59,2,2025-03-02 19:00:00,2025-03-05 19:54:00,2025-03-06 13:34:08.757528072,3500,90.6,72.9,False,11875.69,3.39,20834,False
3037,4,45,2,2025-03-02 06:00:00,2025-03-02 21:30:00,2025-03-02 23:16:18.187189966,900,17.3,15.5,True,3158.09,3.51,25683,False
3038,10,70,2,2025-03-02 00:00:00,2025-03-03 16:36:00,2025-03-04 07:06:55.727497160,1950,55.1,40.6,False,6063.67,3.11,29278,False
3039,2,52,2,2025-03-02 06:00:00,2025-03-02 13:06:00,2025-03-02 13:14:53.689151719,410,7.2,7.1,True,1213.71,2.96,25893,False
3040,11,72,3,2025-03-02 17:00:00,2025-03-06 02:12:00,2025-03-05 23:08:34.319526315,3900,78.1,81.2,True,16803.56,4.31,26740,False
3041,3,87,3,2025-03-02 02:00:00,2025-03-03 18:48:00,2025-03-03 20:34:29.710582850,1960,42.6,40.8,True,11060.03,5.64,5461,False
3042,2,73,3,2025-03-02 08:00:00,2025-03-02 15:06:00,2025-03-02 15:05:40.594358440,410,7.1,7.1,True,2137.28,5.21,17952,True
3043,8,71,3,2025-03-02 15:00:00,2025-03-03 12:36:00,2025-03-03 12:36:04.242222272,1250,21.6,21.6,True,6221.47,4.98,7022,False
3044,4,74,3,2025-03-02 19:00:00,2025-03-03 10:30:00,2025-03-03 10:19:31.735931207,900,15.3,15.5,True,3978.19,4.42,21034,False
3045,1,108,4,2025-03-02 18:00:00,2025-03-03 01:24:00,2025-03-03 01:58:40.834657281,430,8.0,7.4,True,1849.63,4.3,29997,False
3046,9,104,4,2025-03-02 19:00:00,2025-03-04 02:12:00,2025-03-04 07:12:26.408491917,1500,36.2,31.2,False,5075.54,3.38,20153,False
3047,9,100,4,2025-03-02 13:00:00,2025-03-03 20:12:00,2025-03-03 22:22:14.236829197,1500,33.4,31.2,True,6028.42,4.02,24049,False
3048,3,104,4,2025-03-02 04:00:00,2025-03-03 20:48:00,2025-03-03 22:45:59.396726039,1960,42.8,40.8,True,9117.86,4.65,25051,False
3049,8,97,4,2025-03-02 02:00:00,2025-03-02 23:36:00,2025-03-03 02:39:03.504045537,1250,24.7,21.6,True,5304.02,4.24,17221,False
3050,12,107,4,2025-03-02 23:00:00,2025-03-05 19:48:00,2025-03-06 20:44:44.901821195,3300,93.7,68.8,False,12169.59,3.69,7489,False
3051,12,116,4,2025-03-02 00:00:00,2025-03-04 20:48:00,2025-03-04 17:59:00.710108632,3300,66.0,68.8,True,12998.43,3.94,4814,False
3052,12,115,4,2025-03-02 11:00:00,2025-03-05 07:48:00,2025-03-05 07:31:51.157962104,3300,68.5,68.8,True,12527.95,3.8,13860,False
3053,9,103,4,2025-03-02 19:00:00,2025-03-04 02:12:00,2025-03-04 07:02:48.342183460,1500,36.0,31.2,False,6160.91,4.11,23972,False
3054,4,107,4,2025-03-02 08:00:00,2025-03-02 23:30:00,2025-03-02 23:52:15.712325998,900,15.9,15.5,True,3178.15,3.53,5522,False
3055,10,99,4,2025-03-02 19:00:00,2025-03-04 11:36:00,2025-03-05 01:49:03.898422182,1950,54.8,40.6,False,7114.46,3.65,17621,False
3056,5,96,4,2025-03-02 03:00:00,2025-03-05 03:54:00,2025-03-05 10:57:15.668301041,3500,80.0,72.9,True,12786.76,3.65,34042,False
3057,4,135,5,2025-03-02 09:00:00,2025-03-03 00:30:00,2025-03-03 00:50:20.330166048,900,15.8,15.5,True,4085.3,4.54,17083,False
3058,8,132,5,2025-03-02 20:00:00,2025-03-03 17:36:00,2025-03-03 14:54:31.424965720,1250,18.9,21.6,True,5805.32,4.64,4916,False
3059,4,133,5,2025-03-02 19:00:00,2025-03-03 10:30:00,2025-03-03 07:02:01.647294484,900,12.0,15.5,True,3620.6,4.02,28791,False
3060,9,140,5,2025-03-02 02:00:00,2025-03-03 09:12:00,2025-03-03 12:09:02.096253099,1500,34.2,31.2,True,6309.12,4.21,4151,False
3061,10,136,5,2025-03-02 04:00:00,2025-03-03 20:36:00,2025-03-04 01:33:41.200257879,1950,45.6,40.6,True,8417.85,4.32,4251,True
3062,11,142,5,2025-03-02 05:00:00,2025-03-05 14:12:00,2025-03-06 01:40:52.486471315,3900,92.7,81.2,True,19812.09,5.08,4511,False
3063,11,146,5,2025-03-02 03:00:00,2025-03-05 12:12:00,2025-03-04 21:37:43.874630982,3900,66.6,81.2,True,19966.7,5.12,4502,False
3064,12,148,5,2025-03-02 00:00:00,2025-03-04 20:48:00,2025-03-05 09:00:46.828145924,3300,81.0,68.8,False,16004.56,4.85,7852,False
3065,4,143,5,2025-03-02 06:00:00,2025-03-02 21:30:00,2025-03-03 00:27:05.447587611,900,18.5,15.5,False,4392.43,4.88,16325,False
3066,9,137,5,2025-03-02 03:00:00,2025-03-03 10:12:00,2025-03-03 15:20:25.598932417,1500,36.3,31.2,False,7519.89,5.01,17115,False
3067,12,144,5,2025-03-02 21:00:00,2025-03-05 17:48:00,2025-03-06 01:38:35.595845858,3300,76.6,68.8,True,14525.6,4.4,7988,False
3068,3,21,1,2025-03-03 09:00:00,2025-03-05 01:48:00,2025-03-05 07:59:24.470561546,1960,47.0,40.8,False,9013.03,4.6,15086,True
3069,12,11,1,2025-03-03 12:00:00,2025-03-06 08:48:00,2025-03-06 07:11:19.832179857,3300,67.2,68.8,True,14723.25,4.46,18125,False
3070,4,13,1,2025-03-03 00:00:00,2025-03-03 15:30:00,2025-03-03 16:11:43.464897967,900,16.2,15.5,True,3816.98,4.24,25579,False
3071,12,12,1,2025-03-03 14:00:00,2025-03-06 10:48:00,2025-03-06 07:57:27.310602270,3300,66.0,68.8,True,13832.76,4.19,22157,False
3072,5,25,1,2025-03-03 00:00:00,2025-03-06 00:54:00,2025-03-06 05:00:36.181452236,3500,77.0,72.9,True,14328.23,4.09,26877,False
3073,10,9,1,2025-03-03 20:00:00,2025-03-05 12:36:00,2025-03-05 10:56:46.370463505,1950,38.9,40.6,True,7875.38,4.04,4570,False
3074,11,29,1,2025-03-03 13:00:00,2025-03-06 22:12:00,2025-03-06 19:08:18.446663941,3900,78.1,81.2,True,17540.8,4.5,18561,False
3075,7,20,1,2025-03-03 03:00:00,2025-03-03 17:42:00,2025-03-03 16:52:20.507867605,850,13.9,14.7,True,3260.57,3.84,16452,False
3076,1,2,1,2025-03-03 06:00:00,2025-03-03 13:24:00,2025-03-03 13:48:46.104537115,430,7.8,7.4,True,1803.02,4.19,26294,False
3077,5,35,1,2025-03-03 01:00:00,2025-03-06 01:54:00,2025-03-06 00:47:59.247187719,3500,71.8,72.9,True,13903.18,3.97,23760,False
3078,4,32,1,2025-03-03 09:00:00,2025-03-04 00:30:00,2025-03-04 01:08:35.642035152,900,16.1,15.5,True,3670.83,4.08,17900,False
3079,2,35,1,2025-03-03 04:00:00,2025-03-03 11:06:00,2025-03-03 11:39:47.209181532,410,7.7,7.1,True,1606.39,3.92,15194,False
3080,2,38,1,2025-03-03 09:00:00,2025-03-03 16:06:00,2025-03-03 15:36:43.619048567,410,6.6,7.1,True,1459.2,3.56,30526,False
3081,5,16,1,2025-03-03 04:00:00,2025-03-06 04:54:00,2025-03-06 02:31:37.244261531,3500,70.5,72.9,True,13440.4,3.84,4703,False
3082,6,58,2,2025-03-03 16:00:00,2025-03-05 02:24:00,2025-03-04 21:23:12.339119416,1650,29.4,34.4,True,5522.68,3.35,17745,False
3083,8,43,2,2025-03-03 16:00:00,2025-03-04 13:36:00,2025-03-04 15:20:28.897961733,1250,23.3,21.6,True,4480.36,3.58,6786,True
3084,7,69,2,2025-03-03 11:00:00,2025-03-04 01:42:00,2025-03-04 05:43:04.608645765,850,18.7,14.7,False,3022.5,3.56,16620,False
3085,9,42,2,2025-03-03 12:00:00,2025-03-04 19:12:00,2025-03-04 17:27:25.271872162,1500,29.5,31.2,True,5118.93,3.41,17362,True
3086,7,58,2,2025-03-03 17:00:00,2025-03-04 07:42:00,2025-03-04 09:47:26.351021920,850,16.8,14.7,True,2701.36,3.18,18933,False
3087,3,59,2,2025-03-03 10:00:00,2025-03-05 02:48:00,2025-03-05 05:25:03.547228614,1960,43.4,40.8,True,7014.57,3.58,17765,False
3088,7,52,2,2025-03-03 17:00:00,2025-03-04 07:42:00,2025-03-04 07:37:50.329722826,850,14.6,14.7,True,3246.75,3.82,22712,False
3089,1,48,2,2025-03-03 20:00:00,2025-03-04 03:24:00,2025-03-04 01:58:56.010686786,430,6.0,7.4,True,1364.19,3.17,7380,False
3090,7,91,3,2025-03-03 10:00:00,2025-03-04 00:42:00,2025-03-04 00:54:48.596505839,850,14.9,14.7,True,4242.67,4.99,15615,False
3091,12,72,3,2025-03-03 03:00:00,2025-03-05 23:48:00,2025-03-06 01:02:43.141352285,3300,70.0,68.8,True,19729.03,5.98,15342,False
3092,10,73,3,2025-03-03 05:00:00,2025-03-04 21:36:00,2025-03-04 21:54:55.624808266,1950,40.9,40.6,True,10335.57,5.3,15778,False
3093,7,92,3,2025-03-03 17:00:00,2025-03-04 07:42:00,2025-03-04 07:47:01.421321720,850,14.8,14.7,True,4833.48,5.69,15930,False
3094,1,74,3,2025-03-03 05:00:00,2025-03-03 12:24:00,2025-03-03 12:44:13.669348571,430,7.7,7.4,True,2454.51,5.71,22075,False
3095,7,72,3,2025-03-03 22:00:00,2025-03-04 12:42:00,2025-03-04 13:07:58.430859458,850,15.1,14.7,True,3673.75,4.32,25166,False
3096,7,92,3,2025-03-03 12:00:00,2025-03-04 02:42:00,2025-03-04 03:28:13.150960852,850,15.5,14.7,True,3548.27,4.17,19944,False
3097,8,94,3,2025-03-03 10:00:00,2025-03-04 07:36:00,2025-03-04 08:49:35.970002214,1250,22.8,21.6,True,7386.85,5.91,17700,False
3098,5,82,3,2025-03-03 04:00:00,2025-03-06 04:54:00,2025-03-06 02:33:43.171539319,3500,70.6,72.9,True,16380.77,4.68,16749,False
3099,11,74,3,2025-03-03 03:00:00,2025-03-06 12:12:00,2025-03-06 16:32:20.160496426,3900,85.5,81.2,True,19895.99,5.1,20696,False
3100,5,72,3,2025-03-03 23:00:00,2025-03-06 23:54:00,2025-03-07 01:13:22.895317529,3500,74.2,72.9,True,16164.17,4.62,17074,False
3101,9,122,4,2025-03-03 18:00:00,2025-03-05 01:12:00,2025-03-04 22:45:08.138165416,1500,28.8,31.2,True,6336.5,4.22,28417,False
3102,10,98,4,2025-03-03 01:00:00,2025-03-04 17:36:00,2025-03-04 17:37:35.712745811,1950,40.6,40.6,True,7083.64,3.63,7231,False
3103,11,98,4,2025-03-03 22:00:00,2025-03-07 07:12:00,2025-03-07 14:12:07.873578225,3900,88.2,81.2,True,14414.7,3.7,7380,False
3104,3,119,4,2025-03-03 01:00:00,2025-03-04 17:48:00,2025-03-04 19:59:16.884091225,1960,43.0,40.8,True,7634.17,3.89,29988,False
3105,9,97,4,2025-03-03 07:00:00,2025-03-04 14:12:00,2025-03-04 17:16:57.452005000,1500,34.3,31.2,True,5719.02,3.81,15806,True
3106,11,125,4,2025-03-03 22:00:00,2025-03-07 07:12:00,2025-03-07 14:59:56.527598435,3900,89.0,81.2,True,15015.5,3.85,5836,False
3107,3,98,4,2025-03-03 03:00:00,2025-03-04 19:48:00,2025-03-04 22:46:34.529608142,1960,43.8,40.8,True,7421.86,3.79,6723,False
3108,10,102,4,2025-03-03 23:00:00,2025-03-05 15:36:00,2025-03-05 12:22:59.986277744,1950,37.4,40.6,True,8310.07,4.26,16449,False
3109,5,136,5,2025-03-03 09:00:00,2025-03-06 09:54:00,2025-03-06 07:33:00.987868159,3500,70.6,72.9,True,15000.44,4.29,6516,False
3110,7,129,5,2025-03-03 21:00:00,2025-03-04 11:42:00,2025-03-04 12:13:43.212842777,850,15.2,14.7,True,3550.86,4.18,6113,False
3111,4,132,5,2025-03-03 23:00:00,2025-03-04 14:30:00,2025-03-04 17:11:43.538028498,900,18.2,15.5,False,4384.35,4.87,4192,False
3112,2,142,5,2025-03-03 09:00:00,2025-03-03 16:06:00,2025-03-03 17:32:30.965350637,410,8.5,7.1,False,1868.57,4.56,4730,False
3113,5,146,5,2025-03-03 08:00:00,2025-03-06 08:54:00,2025-03-05 14:00:08.627673721,3500,54.0,72.9,True,16749.65,4.79,6521,True
3114,4,150,5,2025-03-03 11:00:00,2025-03-04 02:30:00,2025-03-04 05:52:28.126904493,900,18.9,15.5,False,3192.62,3.55,18715,False
3115,10,126,5,2025-03-03 12:00:00,2025-03-05 04:36:00,2025-03-04 19:53:04.866748736,1950,31.9,40.6,True,9545.28,4.9,4176,False
3116,4,17,1,2025-03-04 09:00:00,2025-03-05 00:30:00,2025-03-05 01:18:11.355031866,900,16.3,15.5,True,3561.94,3.96,6935,False
3117,7,34,1,2025-03-04 19:00:00,2025-03-05 09:42:00,2025-03-05 08:11:09.301850505,850,13.2,14.7,True,3296.73,3.88,20061,False
3118,8,7,1,2025-03-04 15:00:00,2025-03-05 12:36:00,2025-03-05 10:13:05.888866556,1250,19.2,21.6,True,5194.44,4.16,22023,False
3119,11,20,1,2025-03-04 17:00:00,2025-03-08 02:12:00,2025-03-08 08:54:00.186584857,3900,87.9,81.2,True,17064.38,4.38,15748,False
3120,1,13,1,2025-03-04 17:00:00,2025-03-05 00:24:00,2025-03-05 00:05:50.695654871,430,7.1,7.4,True,1845.62,4.29,14038,False
3121,8,2,1,2025-03-04 08:00:00,2025-03-05 05:36:00,2025-03-05 06:00:00.218370424,1250,22.0,21.6,True,5708.64,4.57,14908,False
3122,1,16,1,2025-03-04 00:00:00,2025-03-04 07:24:00,2025-03-04 07:17:10.833941928,430,7.3,7.4,True,1828.14,4.25,6680,False
3123,11,33,1,2025-03-04 00:00:00,2025-03-07 09:12:00,2025-03-07 12:52:20.826309222,3900,84.9,81.2,True,18568.25,4.76,16209,False
3124,7,40,1,2025-03-04 14:00:00,2025-03-05 04:42:00,2025-03-05 05:08:05.414988536,850,15.1,14.7,True,3679.84,4.33,26086,False
3125,10,33,1,2025-03-04 17:00:00,2025-03-06 09:36:00,2025-03-06 07:00:55.114949387,1950,38.0,40.6,True,8047.57,4.13,14134,False
3126,8,16,1,2025-03-04 20:00:00,2025-03-05 17:36:00,2025-03-05 19:17:42.905367586,1250,23.3,21.6,True,4971.39,3.98,4268,False
3127,9,37,1,2025-03-04 22:00:00,2025-03-06 05:12:00,2025-03-06 04:59:07.997773136,1500,31.0,31.2,True,6158.86,4.11,4834,False
3128,2,34,1,2025-03-04 23:00:00,2025-03-05 06:06:00,2025-03-05 06:31:05.575788873,410,7.5,7.1,True,1827.6,4.46,13991,False
